id,recommended_place,state,budget_preference,original_budget_preference,budget_changed,budget_confidence,budget_audit_reason,activity_interest,trip_duration,group_type,transportation_preference,accommodation_preference,destination_type,category,record_type,rating_imputed,price_myr_imputed,price_range_imputed,place_name,city,rating,rating_was_imputed,price_myr,price_range,duration,latitude,longitude,booking_link,source,original_recommended_place,original_place_name,original_category,original_destination_type,original_activity_interest,original_price_range,original_price_range_imputed,include_for_generator,price_basis_clean,data_quality_flags,display_name,is_famous,has_real_website
7595,Laman Local Agenda 21,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Family,Public Transport,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Laman Local Agenda 21,,,True,,Unknown,,4.593568,101.0761741,https://www.google.com/maps/search/Laman+Local+Agenda+21+Perak,OSM,Laman Local Agenda 21,Laman Local Agenda 21,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Laman Local Agenda 21,False,False
7596,Landscape,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Landscape,,,True,,Unknown,,4.5983414,101.074211,https://www.google.com/maps/search/Landscape+Perak,OSM,Landscape,Landscape,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Landscape,False,False
7597,Lata Iskandar,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Family,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.4,,Unknown,Lata Iskandar,,,True,,Unknown,,4.3247754,101.3241522,https://www.google.com/maps/search/Lata+Iskandar+Perak,OSM,Lata Iskandar,Lata Iskandar,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Iskandar,False,False
7598,Lata Payong,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Group of Friends,Car/Self-Drive,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,4.2,,Unknown,Lata Payong,,,True,,Unknown,,5.0093402,100.9205873,https://www.google.com/maps/search/Lata+Payong+Perak,OSM,Lata Payong,Lata Payong,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Payong,False,False
7599,Lata Puteh,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Couple,Taxi/Grab,Boutique Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Lata Puteh,,,True,,Unknown,,5.157778,100.8845489,https://www.google.com/maps/search/Lata+Puteh+Perak,OSM,Lata Puteh,Lata Puteh,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Lata Puteh,False,False
7600,Perak Ku Kong Chow Association,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Family,Tour Bus,Homestay,Heritage & Culture,Sightseeing & Tours,attraction,4.4,,Unknown,Perak Ku Kong Chow Association,,,True,,Unknown,,4.5965736,101.0786756,https://www.google.com/maps/search/Perak+Ku+Kong+Chow+Association+Perak,OSM,Perak Ku Kong Chow Association ,Perak Ku Kong Chow Association,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Perak Ku Kong Chow Association,False,False
7601,Perpaduan Indah 3,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Family,Tour Bus,Homestay,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Perpaduan Indah 3,,,True,,Unknown,,4.6200389,101.1415586,https://www.google.com/maps/search/Perpaduan+Indah+3+Perak,OSM,Perpaduan Indah 3,Perpaduan Indah 3,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Perpaduan Indah 3,False,False
7602,Papan Heritage Village,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Papan Heritage Village,,,True,,Unknown,,4.5147269,101.0119662,https://www.google.com/maps/search/Papan+Heritage+Village+Perak,OSM,Papan Heritage Village,Papan Heritage Village,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Papan Heritage Village,False,False
7603,Paradise Valley,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Solo,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.2,,Unknown,Paradise Valley,,,True,,Unknown,,4.5586466,101.1382041,https://www.google.com/maps/search/Paradise+Valley+Perak,OSM,Paradise Valley,Paradise Valley,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Paradise Valley,False,False
7604,Puncak Batu Lintang,Perak,Budget,Moderate,True,low,unknown_price_category_default_nature,Nature,Half Day,Solo,Public Transport,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.5,,Unknown,Puncak Batu Lintang,,,True,,Unknown,,4.2217095,101.4184977,https://www.google.com/maps/search/Puncak+Batu+Lintang+Perak,OSM,Puncak Batu Lintang,Puncak Batu Lintang,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Puncak Batu Lintang,False,False
7605,Pavilion Petting Zoo @ Gunung Lang,Perak,Moderate,Premium,True,low,unknown_price_paid_attraction_keyword,Entertainment,2-3 Days,Family,Car/Self-Drive,Resort/Luxury Hotel,City & Urban,Entertainment,attraction,4.4,,Unknown,Pavilion Petting Zoo @ Gunung Lang,,,True,,Unknown,,4.6291128,101.0900733,https://www.google.com/maps/search/Pavilion+Petting+Zoo+@+Gunung+Lang+Perak,OSM,Pavilion Petting Zoo @ Gunung Lang,Pavilion Petting Zoo @ Gunung Lang,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Pavilion Petting Zoo @ Gunung Lang,False,False
7606,Peak 632,Perak,Budget,Moderate,True,low,unknown_price_category_default_nature,Nature,1 Day,Solo,Tour Bus,Boutique Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Peak 632,,,True,,Unknown,,4.1830931,100.6196889,https://www.google.com/maps/search/Peak+632+Perak,OSM,Peak 632,Peak 632,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Peak 632,False,False
7607,Perak Cave,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Tour Bus,Mid-range Hotel,Heritage & Culture,Religious & Cultural,attraction,4.2,,Unknown,Perak Cave,,,True,,Unknown,,4.6441635,101.0994007,https://www.google.com/maps/search/Perak+Cave+Perak,OSM,Perak Cave,Perak Cave,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Perak Cave,False,False
7608,Main Overflow,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Couple,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Main Overflow,,,True,,Unknown,,4.8483065,100.7499377,https://www.google.com/maps/search/Main+Overflow+Perak,OSM,Main Overflow,Main Overflow,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Main Overflow,False,False
7609,Menara Condong Teluk Intan,Perak,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Sightseeing,1 Day,Solo,Tour Bus,Mid-range Hotel,Beach & Island,Sightseeing & Tours,attraction,4.3,,Unknown,Menara Condong Teluk Intan,,,True,,Unknown,,4.0251928,101.0193835,https://www.google.com/maps/search/Menara+Condong+Teluk+Intan+Perak,OSM,Menara Condong Teluk Intan,Menara Condong Teluk Intan,Sightseeing & Tours,Beach & Island,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Menara Condong Teluk Intan,False,False
7610,Menara Jam Kampar,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Group of Friends,Tour Bus,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Menara Jam Kampar,,,True,,Unknown,,4.3089561,101.1534611,https://www.google.com/maps/search/Menara+Jam+Kampar+Perak,OSM,Menara Jam Kampar,Menara Jam Kampar,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Menara Jam Kampar,False,False
7611,Playground At Pegoh,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Couple,Car/Self-Drive,Mid-range Hotel,Highland & Nature,Nature & Outdoors,attraction,4.2,,Unknown,Playground At Pegoh,,,True,,Unknown,,4.5594427,101.0771122,https://www.google.com/maps/search/Playground+At+Pegoh+Perak,OSM,Playground At Pegoh,Playground At Pegoh,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Playground At Pegoh,False,False
7612,Night Hawker Food Court,Perak,Budget,Premium,True,low,unknown_price_low_cost_food_keyword,Food,1 Day,Group of Friends,Car/Self-Drive,Resort/Luxury Hotel,Food & Culinary,Food & Dining,attraction,4.2,,Unknown,Night Hawker Food Court,,,True,,Unknown,,4.852692,100.7430727,https://www.google.com/maps/search/Night+Hawker+Food+Court+Perak,OSM,Night Hawker Food Court,Night Hawker Food Court,Sightseeing & Tours,Food & Culinary,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,category_reclassified_by_keyword;price_unknown_not_imputed,Night Hawker Food Court,False,False
7613,Mikasa Photo Shop,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Couple,Tour Bus,Boutique Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Mikasa Photo Shop,,,True,,Unknown,,4.596545,101.0773037,https://www.google.com/maps/search/Mikasa+Photo+Shop+Perak,OSM,Mikasa Photo Shop,Mikasa Photo Shop,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Mikasa Photo Shop,False,False
7614,Miniature Wonders,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Couple,Taxi/Grab,Resort/Luxury Hotel,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Miniature Wonders,,,True,,Unknown,,4.5958326,101.0783482,https://www.google.com/maps/search/Miniature+Wonders+Perak,OSM,Miniature Wonders,Miniature Wonders,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Miniature Wonders,False,False
7615,Ride & Cruise Taiping,Perak,Moderate,Premium,True,low,unknown_price_paid_attraction_keyword,Sightseeing,2-3 Days,Couple,Boat,Boutique Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,Ride & Cruise Taiping,,,True,,Unknown,,4.8501499,100.7469143,https://www.google.com/maps/search/Ride+&+Cruise+Taiping+Perak,OSM,Ride & Cruise Taiping,Ride & Cruise Taiping,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Ride & Cruise Taiping,False,False
7616,Rumah Ipoh,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,2-3 Days,Couple,Taxi/Grab,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.2,,Unknown,Rumah Ipoh,,,True,,Unknown,,4.6635587,101.1037136,https://www.google.com/maps/search/Rumah+Ipoh+Perak,OSM,Rumah Ipoh,Rumah Ipoh,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Rumah Ipoh,False,False
7617,Rumah Kapitan Chung Keng Kwee,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Solo,Tour Bus,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Rumah Kapitan Chung Keng Kwee,,,True,,Unknown,,4.8542387,100.7413901,https://www.google.com/maps/search/Rumah+Kapitan+Chung+Keng+Kwee+Perak,OSM,Rumah Kapitan Chung Keng Kwee,Rumah Kapitan Chung Keng Kwee,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Rumah Kapitan Chung Keng Kwee,False,False
7618,S.P.H De Silva Building,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Group of Friends,Public Transport,Resort/Luxury Hotel,City & Urban,Sightseeing & Tours,attraction,4.4,,Unknown,S.P.H De Silva Building,,,True,,Unknown,,4.5969664,101.0773382,https://www.google.com/maps/search/S.P.H+De+Silva+Building+Perak,OSM,S.P.H De Silva Building ,S.P.H De Silva Building,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,S.P.H De Silva Building,False,False
7619,Puncak Chuban,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Family,Car/Self-Drive,Homestay,Highland & Nature,Sightseeing & Tours,attraction,4.3,,Unknown,Puncak Chuban,,,True,,Unknown,,4.6863706,101.29648,https://www.google.com/maps/search/Puncak+Chuban+Perak,OSM,Puncak Chuban,Puncak Chuban,Sightseeing & Tours,Highland & Nature,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Puncak Chuban,False,False
7620,Scotts Island,Perak,Budget,Premium,True,low,unknown_price_public_or_low_cost_keyword,Nature,2-3 Days,Solo,Boat,Resort/Luxury Hotel,Beach & Island,Nature & Outdoors,attraction,4.2,,Unknown,Scotts Island,,,True,,Unknown,,4.8524038,100.7469537,https://www.google.com/maps/search/Scotts+Island+Perak,OSM,Scotts Island,Scotts Island,Nature & Outdoors,Beach & Island,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Scotts Island,False,False
7621,Segari Turtle Santuary,Perak,Budget,Premium,True,low,unknown_price_category_default_sightseeing,Sightseeing,1 Day,Solo,Car/Self-Drive,Boutique Hotel,Eco & Wildlife,Sightseeing & Tours,attraction,4.3,,Unknown,Segari Turtle Santuary,,,True,,Unknown,,4.3631764,100.5816231,https://www.google.com/maps/search/Segari+Turtle+Santuary+Perak,OSM,Segari Turtle Santuary,Segari Turtle Santuary,Sightseeing & Tours,Eco & Wildlife,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Segari Turtle Santuary,False,False
7622,Seven Sister'S Point,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,1 Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Seven Sister'S Point,,,True,,Unknown,,4.8535176,100.7480195,https://www.google.com/maps/search/Seven+Sister'S+Point+Perak,OSM,Seven Sister'S Point,Seven Sister'S Point,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Seven Sister'S Point,False,False
7623,Sg.Bil Adventurous,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,2-3 Days,Solo,Taxi/Grab,Mid-range Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.4,,Unknown,Sg.Bil Adventurous,,,True,,Unknown,,3.8042831,101.4951477,https://www.google.com/maps/search/Sg.Bil+Adventurous+Perak,OSM,Sg.Bil Adventurous,Sg.Bil Adventurous,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Sg.Bil Adventurous,False,False
7624,Sitiawan Settlement Museum,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Car/Self-Drive,Homestay,Heritage & Culture,Heritage & Museum,attraction,4.5,,Unknown,Sitiawan Settlement Museum,,,True,,Unknown,,4.1961582,100.7002074,https://www.google.com/maps/search/Sitiawan+Settlement+Museum+Perak,OSM,Sitiawan Settlement Museum,Sitiawan Settlement Museum,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Sitiawan Settlement Museum,False,False
7625,Slope Top,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Couple,Tour Bus,Mid-range Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.3,,Unknown,Slope Top,,,True,,Unknown,,5.2582048,100.8171006,https://www.google.com/maps/search/Slope+Top+Perak,OSM,Slope Top,Slope Top,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Slope Top,False,False
7626,Refarm,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Couple,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.3,,Unknown,Refarm,,,True,,Unknown,,4.2715881,101.1716612,https://www.google.com/maps/search/Refarm+Perak,OSM,Refarm,Refarm,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Refarm,False,False
7627,Straights Trading Building,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Sightseeing,1 Day,Solo,Tour Bus,Resort/Luxury Hotel,Heritage & Culture,Sightseeing & Tours,attraction,4.4,,Unknown,Straights Trading Building,,,True,,Unknown,,4.5970469,101.0766344,https://www.google.com/maps/search/Straights+Trading+Building+Perak,OSM,Straights Trading Building,Straights Trading Building,Sightseeing & Tours,Heritage & Culture,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Straights Trading Building,False,False
7628,Pasir Telur,Perak,Budget,Premium,True,low,unknown_price_category_default_nature,Nature,Half Day,Solo,Car/Self-Drive,Resort/Luxury Hotel,Highland & Nature,Nature & Outdoors,attraction,4.1,,Unknown,Pasir Telur,,,True,,Unknown,,4.2008599,100.5423023,https://www.google.com/maps/search/Pasir+Telur+Perak,OSM,Pasir Telur,Pasir Telur,Nature & Outdoors,Highland & Nature,Nature,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Pasir Telur,False,False
7629,Paip Besar Gopeng,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,Half Day,Family,Car/Self-Drive,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.4,,Unknown,Paip Besar Gopeng,,,True,,Unknown,,4.4682703,101.16445,https://www.google.com/maps/search/Paip+Besar+Gopeng+Perak,OSM,Paip Besar Gopeng,Paip Besar Gopeng,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Paip Besar Gopeng,False,False
7630,Sungkai Deer Farm,Perak,Moderate,Premium,True,low,unknown_price_managed_nature_site_keyword,Sightseeing,2-3 Days,Couple,Car/Self-Drive,Mid-range Hotel,City & Urban,Sightseeing & Tours,attraction,4.3,,Unknown,Sungkai Deer Farm,,,True,,Unknown,,4.0335693,101.3695717,https://www.google.com/maps/search/Sungkai+Deer+Farm+Perak,OSM,Sungkai Deer Farm,Sungkai Deer Farm,Sightseeing & Tours,City & Urban,Sightseeing,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Sungkai Deer Farm,False,False
7631,Taiping Municipal Gallery,Perak,Moderate,Premium,True,low,unknown_price_heritage_or_museum_keyword,Culture,1 Day,Group of Friends,Public Transport,Mid-range Hotel,Heritage & Culture,Heritage & Museum,attraction,4.3,,Unknown,Taiping Municipal Gallery,,,True,,Unknown,,4.854823,100.7412031,https://www.google.com/maps/search/Taiping+Municipal+Gallery+Perak,OSM,Taiping Municipal Gallery,Taiping Municipal Gallery,Heritage & Museum,Heritage & Culture,Culture,Unknown,Premium (RM151–RM500),True,unknown_not_imputed,price_unknown_not_imputed,Taiping Municipal Gallery,False,False
